Rank	Word	PoS	Collins	Tag	Definition
958	suddenly	r	4	cet4 cet6	adv. 忽然；突然地
959	discover	v	4	cet4 cet6 ky zk gk	vt. 发现；发觉
960	candidate	n	4	cet4 cet6 ky toefl ielts gk	n. 候选人，候补者；应试者
962	production	n	4	cet4 cet6 ky ielts gk	n. 成果；产品；生产；作品
963	treat	v	4	cet4 cet6 ky toefl gk	vt. 对待；治疗；探讨；视为
966	affect	v	4	cet4 cet6 ky toefl ielts gk	vt. 影响；假装；感动；感染
967	inside	i	4	cet4 cet6 ky zk gk	n. 内部；里面；内脏；内情
968	conference	n	5	cet4 cet6 ky toefl ielts zk gk	n. 会议；协商；讨论；[篮]联盟
969	unit	n	4	cet4 cet6 ky zk gk	n. 单位，单元；部件；装置；部队
971	style	n	4	cet4 cet6 ky ielts gk	n. 风格；类型；时尚；字体
972	adult	n	4	cet4 ky ielts gk	adj. 成熟的；成年的
974	range	n	4	cet4 cet6 ky toefl ielts gk	n. 范围；山脉；排；幅度
980	edge	n	4	cet4 cet6 ky toefl ielts zk gk	n. 边缘；刀刃；优势；锋利
982	specific	j	4	cet4 cet6 ky toefl ielts gk	adj. 特殊的，特定的；明确的；详细的；具有特效的
983	writer	n		cet4 cet6 ielts	n. 作家；作者
986	throughout	i	4	cet4 cet6 ky ielts gk	adv. 自始至终，到处；全部
987	challenge	n	4	cet4 cet6 ky toefl ielts gk	n. 挑战；怀疑
988	fear	n	5	cet4 cet6 ky zk gk	n. 害怕；担心；恐惧；敬畏
989	shoulder	n	4	cet4 cet6 ky zk gk	n. 肩，肩膀；肩部
990	institution	n	4	cet4 cet6 ky toefl ielts gk	n. 制度；（社会或宗教等）公共机构；习俗；建立
993	dream	n	4	cet4 cet6 ky zk gk	vi. 做梦，梦见；梦想；想到
994	bar	n	4	cet4 ky toefl ielts gk	n. 酒吧；条，棒；障碍
996	property	n	4	cet4 cet6 ky toefl ielts	n. 财产；性质，性能；所有权
998	improve	v	4	cet4 cet6 ky zk gk	vt. 改善，增进；提高…的价值
999	stuff	n	4	cet4 cet6 ky ielts	n. 材料；东西；填充物；素材资料
1000	detail	n	4	cet4 cet6 ky ielts	n. 细节，详情
1001	method	n	4	cet4 cet6 ky ielts zk gk	n. 方法；条理；[计]类函数
1004	magazine	n	4	cet4 cet6 ky ielts zk gk	n. 杂志；弹药库；胶卷盒
1007	reflect	v	4	cet4 cet6 ky gk	vt. 反射，照出；反省；反映
1009	sexual	j	4	cet4 cet6	adj. 性的；性别的；[生]有性的
1012	heat	n	4	cet4 cet6 ky zk gk	n. 热度；高温；压力；热烈
1014	marriage	n	4	cet4 cet6 ky zk gk	n. 结婚；婚姻生活；密切结合，合并
1015	tough	j	4	cet4 cet6 ky toefl ielts gk	adj. 坚韧的，牢固的；艰苦的，困难的；强壮的，结实的；坚强的，不屈不挠的
1018	purpose	n	4	cet4 cet6 ky ielts zk gk	n. 目的；用途；意志
1019	exist	v	4	cet4 cet6 ky toefl gk	vi. 存在；生存；生活；继续存在
1020	pattern	n	4	cet4 cet6 ky ielts gk	n. 模式；样品；图案
1022	skin	n	4	cet4 cet6 ky ielts gk	n. 皮肤；外皮
1023	agent	n	4	cet4 ky toefl gk	n. 代理人，代理商；药剂；特工
1024	owner	n	4	cet4 cet6 ky zk gk	n. 所有者；物主
1026	gas	n	4	cet4 ky gk	n. 气体；汽油；毒气；瓦斯
1029	generation	n	4	cet4 cet6 ky gk	n. 产生；一代；一代人；生殖
1030	commercial	j	4	cet4 cet6 ky toefl ielts	adj. 商业的；营利的；靠广告收入的
1031	address	v	4	cet4 cet6 ky toefl ielts zk gk	vt. 写姓名地址；向…致辞；演说；从事；忙于
1032	cancer	n	4	cet4 cet6 ky zk	n. 癌症；恶性肿瘤
1034	item	n	4	cet4 ky ielts	n. 条款，项目；一则
1035	reality	n	4	cet4 cet6 ky gk	n. 现实；真实；实际
1036	coach	n	4	cet4 cet6 ky toefl ielts zk gk	n. 教练；旅客车厢；长途公车；四轮大马车
1039	yard	n	4	cet4 cet6 ky ielts zk gk	n. 码（英制中丈量长度单位，1码=3英尺）；[海]帆桁；院子；庭院
1041	violence	n	4	cet4 cet6 ky toefl gk	n. 激烈；暴力；侵犯；歪曲
1042	total	j	5	cet4 cet6 ky ielts zk gk	adj. 全部的；整个的；完全的
1043	tend	v	4	cet4 cet6 ky gk	vi. 趋向，倾向；照料，照顾
1044	investment	n	4	cet4 cet6 ky ielts	n. 投资；投入；[军]封锁
1045	discussion	n	4	cet4 cet6 ielts zk gk	n. 讨论，议论
1046	finger	n	4	cet4 cet6 ky zk gk	n. 手指；指针，指状物
1048	notice	v	4	cet4 cet6 ky toefl ielts zk gk	n. 通知，布告；注意；公告
1049	collection	n	4	cet4 cet6 ky ielts gk	n. 收藏品；募捐；征收；采集，聚集
1051	task	n	4	cet4 cet6 ky zk gk	vt. 分派任务
1052	partner	n	4	cet4 cet6 ky gk	n. 合伙人；伙伴；配偶
1053	positive	j	4	cet4 cet6 ky toefl ielts	adj. 确定的，肯定的；积极的；正的，阳性的；绝对的；实际的，真实的
1054	civil	j	4	cet4 cet6 ky toefl gk	adj. 公民的；民间的；文职的；有礼貌的；根据民法的
1056	consumer	n	4	cet4 cet6 toefl ielts	n. 用户，顾客；消费者
1057	shot	n	4	cet4 cet6 ky toefl gk	n. 发射；炮弹；射手
1058	budget	n	4	cet4 cet6 ky toefl ielts gk	n. 预算，预算费
1060	painting	n	4	cet4 cet6 ky toefl ielts gk	n. 油画；绘画；着色
1061	scientist	n	4	cet4 cet6 ky zk gk	n. 科学家
1062	safe	j	4	cet4 cet6 ky ielts zk gk	adj. 安全的；可靠的；平安的
1064	capital	n	5	cet4 cet6 ky ielts zk gk	n. 首都，省会；大写字母；资金；资本家
1067	victim	n	4	cet4 cet6 ky gk	n. 牺牲者；受害人；牺牲品
1070	threat	n	4	cet4 cet6 ky toefl	n. 威胁，恐吓；凶兆
1071	responsibility	n	4	cet4 cet6 ky toefl ielts gk	n. 责任，职责；义务
1074	score	n	4	cet4 cet6 ky toefl ielts zk gk	n. 刻痕；配乐；分数；二十
1075	account	n	5	cet4 ky toefl ielts gk	n. 帐目，帐单；理由；帐户；解释
1078	audience	n	4	cet4 cet6 ky toefl ielts gk	n. 观众；听众；接见；读者
1082	vote	n	5	cet4 cet6 ky toefl gk	n. 投票，选举；选票；得票数
1084	relate	v	3	cet4 cet6 ky gk	vt. 叙述；使…有联系
1086	debate	n	4	cet4 cet6 ky toefl gk	vt. 辩论，争论，讨论
1087	prevent	v	4	cet4 cet6 ky toefl zk gk	vt. 预防，防止；阻止
1088	citizen	n	4	cet4 cet6 ky gk	n. 公民；市民；老百姓
1089	majority	n	4	cet4 cet6 ky toefl ielts gk	n. 多数；[律]成年
1092	born	v	4	cet4 ky zk gk	v. 出世（bear的过去分词）
1093	admit	v	4	cet4 ky toefl gk	vt. 承认；准许进入；可容纳
1094	senior	j	1	cet4 cet6 ky ielts gk	adj. 高级的；年长的；地位较高的；年资较深的，资格较老的
1095	assume	v	4	cet4 cet6 ky toefl ielts gk	vt. 假定；承担；呈现；采取
1098	professional	j	4	cet4 cet6 ky toefl ielts	adj. 职业的；专业的；职业性的
1099	mission	n	4	cet4 cet6 ky toefl ielts	n. 使命，任务；布道；代表团
1101	alone	r	4	cet4 ky toefl ielts zk gk	adj. 单独的；孤独的；独自的
1102	customer	n	4	cet4 cet6 ky toefl ielts gk	n. 顾客；[口]家伙
1103	suffer	v	4	cet4 cet6 ky toefl gk	vt. 忍受；遭受；经历
1104	speech	n	4	cet4 cet6 ky ielts zk gk	n. 演说；演讲；讲话；语音
1105	successful	j	4	cet4 cet6 ky toefl ielts zk gk	adj. 成功的；一帆风顺的
1106	option	n	4	cet4 cet6 ky toefl ielts	n. 选择权；选项；[经]买卖的特权
1108	southern	j	4	cet4 cet6 ky zk gk	adj. 南方的；南的
1109	fresh	j	4	cet4 cet6 ky zk gk	adj. 新鲜的；无经验的；淡水的；清新的
1110	eventually	r	4	cet4 cet6 ky toefl ielts gk	adv. 最后，终于
1112	forest	n	3	cet4 cet6 ky ielts zk gk	vt. 植树于，使成为森林
1113	video	n	4	cet4 cet6 ky ielts zk gk	n. 电视；录像，录像机；视频
1114	global	j	3	cet4 cet6 ky toefl ielts	adj. 全球的；球形的；总体的
1115	Senate	n		cet4 cet6 ky	n. 参议院，上院；（古罗马的）元老院
1116	reform	n	4	cet4 cet6 ky toefl ielts gk	n. 改革，改良；改正
1117	access	n	3	cet4 cet6 ky toefl ielts gk	vt. 存取；接近；使用
1119	judge	n	4	cet4 cet6 ky gk	vt. 判断；审判
1120	publish	v	4	cet4 cet6 ky gk	vt. 发表；出版；公布
1122	relation	n	4	cet4 cet6 ky zk gk	n. 关系；亲属关系；叙述；故事
1124	release	v	5	cet4 cet6 ky toefl ielts	vt. 释放；发射；让与；允许发表
1127	opinion	n	4	cet4 cet6 ky toefl ielts gk	n. 意见；主张
1129	critical	j	4	cet4 cet6 ky toefl ielts	adj. 批评的，爱挑剔的；决定性的；危险的；临界的；鉴定的；评论的
1132	recall	v	4	cet4 cet6 ky toefl ielts	vt. 回想起，记起；召回；取消
1133	version	n	4	cet4 cet6 ky toefl ielts gk	n. 译文；版本；[医]倒转术
1134	stare	v	3	cet4 cet6 ky toefl gk	vi. 凝视，盯着看；显眼
1135	safety	n	4	cet4 cet6 ky ielts zk gk	n. 安全；保险；安全设备；保险装置；安打
1136	effective	j	4	cet4 cet6 ky toefl ielts	adj. 有效的，起作用的；给人深刻印象；实际的，实在的
1137	neighborhood	n		cet4 ky	n. 街坊；附近；接近
1138	original	j	4	cet4 cet6 ky toefl ielts	n. 原物；原作；原型；原件
1140	troop	n	4	cet4 cet6 ky toefl gk	n. 军队；群；多数；组
1141	income	n	4	cet4 cet6 ky gk	n. 收入，收益；所得
1142	directly	r	1	cet4 cet6 ky	adv. 直接地；立即；马上；坦率地；正好地
1143	hurt	v	4	cet4 cet6 ky zk gk	vt. 使受伤；使疼痛；使痛心；[口]损害
1144	species	n	3	cet4 cet6 ky toefl ielts	n. 物种；种类
1145	immediately	r	4	cet4 cet6 toefl zk gk	adv. 直接地；立即，立刻
1146	track	n	4	cet4 cet6 ky toefl ielts gk	n. 足迹，踪迹；轨道；小道
1147	basic	j	4	cet4 ky toefl ielts zk gk	adj. 基本的；基础的
1148	strike	v	4	cet4 cet6 ky toefl ielts gk	vi. 罢工；打，打击；敲，敲击；抓；穿透；打动
1151	freedom	n	4	cet4 cet6 ky ielts gk	n. 自由，自主；直率
1152	absolutely	r	4	cet4 toefl	adv. 绝对地；完全地
1155	achieve	v	4	cet4 cet6 ky toefl ielts zk gk	vt. 完成；达到
1156	object	n	4	cet4 cet6 ky ielts zk gk	n. 宾语；客体；目标；物体
1157	attitude	n	4	cet4 ky gk	n. 态度；姿势；看法；意见
1159	refer	v	4	cet4 cet6 ky toefl gk	vi. 涉及；查阅；提到；参考
1160	concept	n	3	cet4 cet6 ky toefl gk	n. 观念，概念
1162	powerful	j	4	cet4 cet6 ky gk	adj. 强大的；强有力的
1165	therefore	r	4	cet4 cet6 ky toefl gk	adv. 所以；因此
1166	conduct	v	4	cet4 cet6 ky toefl gk	vi. 带领；导电
1167	announce	v	5	cet4 cet6 ky toefl gk	vt. 宣布；述说；预示；播报
1169	examine	v	4	cet4 cet6 ky zk gk	vt. 调查；考试；检查；[计算机] 检测
1170	touch	v	4	cet4 cet6 ky toefl zk gk	vt. 接触；触动；使轻度受害
1172	attend	v	4	cet4 ky toefl ielts gk	vt. 出席；上（大学等）；照料；招待；陪伴
1173	completely	r		cet4 cet6	adv. 完全地，彻底地；完整地
1175	variety	n	4	cet4 cet6 ky toefl ielts gk	n. 种类；多样；杂耍
1179	investigation	n		cet4 cet6 toefl ielts	n. 调查；调查研究
1180	nuclear	j	4	cet4 cet6 ky toefl gk	adj. 原子能的；中心的；细胞核的；原子核的
1181	researcher	n		cet4 cet6	n. 研究员
1182	press	n	5	cet4 cet6 ky gk	vt. 压；按；紧抱；逼迫
1183	conflict	n	4	cet4 cet6 ky toefl ielts gk	n. 冲突，矛盾；争执；斗争
1184	spirit	n	4	cet4 cet6 ky toefl zk gk	n. 精神；心灵；志气；烈酒；情绪
1186	replace	v	4	cet4 cet6 ky toefl gk	vt. 取代，代替；替换，更换；归还，偿还；把…放回原处
1188	encourage	v	4	cet4 cet6 ky toefl zk gk	vt. 鼓励，怂恿；激励；支持
1189	argument	n	4	cet4 ky ielts gk	n. 争吵；论据；内容提要；论证
1192	camp	n	4	cet4 cet6 ky toefl ielts zk gk	vi. 扎营；露营
1193	brain	n	4	cet4 ky toefl zk gk	n. 脑袋；头脑，智力
1194	feature	n	4	cet4 cet6 ky ielts	n. 容貌；特色，特征；特写或专题节目
1198	dozen	m	4	cet4 ky zk gk	n. 十二个，一打
1199	possibility	n	4	cet4 cet6 ky gk	n. 可能性；可能发生的事物
1201	insurance	n	4	cet4 cet6 ky ielts gk	n. 保险；保险费；保险契约；赔偿金
1202	department	n	5	cet4 cet6 ky ielts gk	n. 部门；系；科；部；局
1203	battle	n	4	cet4 cet6 ky toefl gk	n. 战役；斗争
1204	beginning	n	3	cet4 cet6 ky ielts gk	n. 开始；起点
1206	generally	r	4	cet4 cet6 toefl	adv. 通常；普遍地，一般地
1207	African	j		cet4 ielts gk	adj. 非洲的，非洲人的
1210	crisis	n	4	cet4 cet6 ky ielts	n. 危机；决定性时刻；危险期
1211	complete	v	5	cet4 cet6 ky toefl ielts zk gk	adj. 完全的；完整的；彻底的
1212	fan	n	4	cet4 cet6 ky zk gk	vt. 煽动；吹拂；刺激
1213	stick	v	3	cet4 cet6 ky toefl ielts zk gk	vt. 粘贴；刺，戳；伸出
1214	define	v	3	cet4 cet6 ky	vt. 定义；使明确；规定
1215	easily	r	3	cet4 gk	adv. 容易地；无疑地
1217	hole	n	4	cet4 cet6 ky zk gk	n. 洞，孔；洞穴，穴；突破口
1218	element	n	4	cet4 cet6 ky toefl	n. 元素；成分；要素；原理；自然环境
1219	vision	n	3	cet4 cet6 ky toefl	n. 视力；眼力；幻象；美景；想象力
1220	status	n	4	cet4 cet6 ky toefl ielts gk	n. 地位；情形；状态；重要身分
1221	normal	j	4	cet4 cet6 ky toefl ielts zk gk	adj. 正常的；正规的，标准的
1224	solution	n	4	cet4 cet6 ky toefl ielts	n. 解决方案；溶液；溶解；解答
1225	stone	n	4	cet4 cet6 ky ielts zk gk	n. 石头；宝石；结石
1226	slowly	r		cet4 cet6	adv. 缓慢地，慢慢地
1227	scale	n	4	cet4 cet6 ky toefl ielts	n. 刻度；比例；数值范围；天平；规模；鳞
1229	university	n	5	cet4 cet6 ky zk gk	n. 大学；综合性大学；大学校舍
1230	introduce	v	4	cet4 cet6 ky zk gk	vt. 介绍；引进；采用；提出
1232	attempt	n	5	cet4 cet6 ky toefl ielts gk	n. 企图，试图；攻击
1234	spot	n	4	cet4 cet6 ky toefl ielts gk	n. 斑点；地点
1235	lack	n	4	cet4 ky ielts gk	vt. 缺乏；没有；需要；不足
1241	distance	n	4	cet4 cet6 ky toefl ielts gk	n. 距离；远方；疏远；间隔
1242	wood	n	4	cet4 cet6 ky ielts zk gk	n. 木材；树林；木制品
1243	handle	v	4	cet4 cet6 ky toefl gk	n. 柄；把手；手感；口实
1244	truck	n	3	cet4 cet6 ky zk gk	n. 卡车；手推车；交易
1247	survey	n	4	cet4 cet6 ky toefl ielts	n. 调查；测量；纵览；审视
1249	tradition	n	3	cet4 cet6 ky gk	n. 惯例，传统；传说
1252	Soviet	j		cet4 cet6	adj. 苏维埃的；苏联的；苏联人的
1253	refuse	v	4	cet4 cet6 ky toefl zk gk	n. 废物；垃圾
1255	roll	v	4	cet4 cet6 ky toefl ielts gk	vt. 滚动，转动；卷；辗
1256	communication	n	3	cet4 cet6 ky toefl ielts zk gk	n. 通讯，通信；交流
1258	screen	n	4	cet4 cet6 ky toefl zk gk	n. 屏，幕；屏风
1259	gain	v	4	cet4 cet6 ky gk	n. 收获；增加；利润
1260	resident	n	4	cet4 cet6 ky toefl	adj. 定居的；居住的；住院医师
1261	hide	v	3	cet4 cet6 ky toefl zk gk	vt. 隐藏；隐瞒；鞭打
1262	gold	n	4	cet4 ky ielts zk gk	n. 金，黄金；金币；金色
1263	club	n	5	cet4 ky ielts zk gk	n. 俱乐部，社团；夜总会；（扑克牌中的）梅花；棍棒
1266	potential	j	4	cet4 cet6 ky toefl ielts gk	n. 可能性；潜能；电势
1270	presence	n	4	cet4 cet6 ky toefl ielts	n. 出席；参加；风度；仪态；存在
1271	independent	j	5	cet4 cet6 ky toefl gk	adj. 独立的；单独的；不受约束的；无党派的
1272	district	n	4	cet4 cet6 ky toefl gk	n. 区域；行政区；地方
1273	shape	n	4	cet4 cet6 ky zk gk	n. 形状；具体化；模型；身材
1274	reader	n	4	cet4 cet6 ky	n. 读者；读物；阅读器
1276	contract	n	4	cet4 cet6 ky toefl ielts	vi. 感染；订约；收缩
1277	crowd	n	4	cet4 cet6 ky toefl gk	vt. 挤满；将…塞进；催逼，催促
1278	Christian	j	4	cet4 cet6 ky toefl ielts gk	n. 基督徒，信徒
1279	express	v	4	cet4 cet6 ky zk gk	vt. 表达；快递
1280	apartment	n	3	cet4 ky ielts gk	n. 房间；公寓
1281	willing	j	4	cet4 cet6 ky gk	adj. 乐意的；心甘情愿的；自愿的
1282	strength	n	4	cet4 cet6 ky toefl ielts gk	n. 力量；力气；长处；兵力
1283	previous	j	4	cet4 cet6 ky toefl ielts	adj. 以前的；早先的；过早的
1284	band	n	4	cet4 ky toefl ielts gk	n. 带；松紧带；传送带；乐队；一帮
1285	obviously	r	4	cet4 cet6	adv. 明显地
1288	target	n	4	cet4 cet6 ky toefl ielts gk	n. 目标；靶子
1289	prison	n	4	cet4 cet6 ky toefl zk gk	n. 监狱；拘留所；监禁
1291	guard	n	4	cet4 cet6 ky zk gk	n. 警戒；守卫；护卫队；防护装置
1293	demand	n	5	cet4 cet6 ky gk	vt. 要求；需要；查询
1294	reporter	n	4	cet4 cet6 ky gk	n. 记者
1295	deliver	v	4	cet4 ky ielts gk	vt. 发表；递送；释放；给予（打击）；交付；给…接生
1298	tool	n	3	cet4 cet6 ky zk gk	n. 工具，用具；器械，机床；手段
1299	wild	j	4	cet4 cet6 ky gk	adj. 野生的；野蛮的；狂热的；荒凉的
1300	vehicle	n	4	cet4 cet6 ky toefl ielts zk gk	n. 车辆；交通工具；运载工具；媒介物；工具；传播媒介
1301	observe	v	3	cet4 cet6 ky toefl ielts gk	vt. 注意到；观察；遵守；说；评论
1304	facility	n	4	cet4 cet6 ky toefl ielts	n. 设备；灵巧；容易；设施
1305	understanding	n	3	cet4 cet6 ky ielts gk	n. 谅解，理解；理解力；协议
1306	average	j	4	cet4 ky toefl ielts gk	n. 平均；平均数；[商]海损
1307	emerge	v	4	cet4 cet6 ky toefl ielts	vi. 浮现；暴露；摆脱
1308	advantage	n	4	cet4 ky zk gk	n. 优势；利益；有利条件
1311	leadership	n	4	cet4 cet6 ky toefl	n. 领导阶层；领导能力
1312	earn	v	4	cet4 ky gk	vt. 获得，挣得；赚，赚得；博得；使得到
1313	pound	n	5	cet4 cet6 ky toefl zk gk	n. 英镑；兽栏；重击，重击声；拘留所
1314	basis	n	4	cet4 ky ielts gk	n. 底部；基础；主要成分；基本原则或原理
1316	operate	v	5	cet4 cet6 ky toefl gk	vi. 运转；动手术；起作用
1318	sample	n	3	cet4 cet6 ky toefl ielts	vt. 取样；抽样检查；尝试
1319	contribute	v	3	cet4 cet6 ky toefl ielts gk	vt. 捐献；贡献，出力；投稿
1320	tiny	j	3	cet4 cet6 ky toefl zk gk	adj. 微小的；很少的
1322	protection	n	4	cet4 cet6 toefl gk	n. 保护；防卫；护照
1323	settle	v	4	cet4 cet6 ky ielts gk	vi. 定居；下陷；解决；沉淀
1324	feed	v	4	cet4 cet6 ky toefl zk gk	vt. 喂养；放牧；供给；抚养（家庭等）；靠…为生
1325	collect	v	4	cet4 cet6 ky zk gk	vt. 收集；募捐
1326	additional	j		cet4 cet6 ky toefl ielts	adj. 附加的，额外的
1328	highly	r	4	cet4 cet6 ky	adv. 非常；高度地；非常赞许地
1329	identity	n	3	cet4 ky toefl ielts gk	n. 身份；同一性，一致；恒等式；特性
1330	title	n	4	cet4 cet6 ky toefl ielts gk	n. 标题；头衔；冠军；权利；字幕
1331	mostly	r	3	cet4 cet6 ky toefl	adv. 主要地；多半地；通常
1333	faith	n	3	cet4 cet6 ky toefl ielts gk	n. 信任；信念；信仰；忠实
1335	promote	v	4	cet4 cet6 ky toefl ielts gk	vt. 促进；提升；发扬；推销
1336	living	n	3	cet4 cet6 ky gk	adj. 活的；现存的；活跃的；逼真的
1338	count	v	1	cet4 cet6 ky zk gk	vt. 计算；认为
1339	unless	c	4	cet4 cet6 ky toefl zk gk	conj. 除非，如果不
1340	marry	v	4	cet4 ky zk gk	vt. 娶；嫁；与……结婚
1342	technique	n	4	cet4 cet6 ky ielts gk	n. 技巧，技术；手法
1343	path	n	3	cet4 cet6 ky toefl zk gk	n. 小路；道路；轨道
1346	folk	n	3	cet4 cet6 ky toefl gk	n. 人们；民族；亲属（复数）
1348	principle	n	4	cet4 cet6 ky gk	n. 原理，原则；主义，道义；本质，本义；根源，源泉
1349	survive	v	4	cet4 cet6 ky toefl gk	vt. 比...活得长；幸免于；幸存；生还
1350	lift	v	4	cet4 ky toefl ielts zk gk	vt. 举起；提升；空运；鼓舞；[口]抄袭
1351	border	n	4	cet4 ky toefl ielts gk	n. 边界；边境；国界
1352	competition	n	4	cet4 cet6 ky toefl ielts zk gk	n. 竞争；比赛，竞赛
